Academic Term,Term Value,Queried Subject,Class Code,Class Nbr,Course Title,Units,Teaching Staff,Quota(s),Vacancy,Course Component,Section Code,Language,Add Consent,Drop Consent,Course Offering Dept,Meetings
2026-27 Term 2,2430,MBTE,MBTE3558-,6544,Proj in Biotech for Environ & 環境和可持續性生物技術小組研習,2.00,- Professor HUI Jerome Ho Lam - Professor LAM Hon Ming - Professor TSUI Tsz Ki Martin,30,30,PRJ,-J01,E,,,Molecular Biotechnology PC,TBA · NRR · 22/02/2027 - 19/04/2027
2026-27 Term 2,2430,MBTE,MBTE3560-,9429,Protein Engineer & Drug Design 蛋白質工程和藥物設計,1.00,- Professor WONG Kam Bo,30,30,LEC,-,E,,,Molecular Biotechnology PC,"Th 02:30PM - 05:15PM · BMS_G18 · 1/14, 1/21, 1/28, 2/4"
2026-27 Term 2,2430,MBTE,MBTE3568-,6510,Proj in Protein Engine & Drug 蛋白質工程和藥物設計小組研習,2.00,- Professor AU Wing Ngor Shannon - Professor NGO Chi Ki Jacky - Professor WONG Kam Bo,30,30,PRJ,-J01,E,,,Molecular Biotechnology PC,TBA · NRR · 08/02/2027 - 19/04/2027
2026-27 Term 2,2430,MBTE,MBTE4034-,8754,Methods in MBT Lab II 分子生物技術學方法實驗（二）,2.00,- Dr. SIOW Lam,28,28,LAB,-L01,E,,,Molecular Biotechnology PC,"We 02:30PM - 06:15PM · SC_188 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 06:15PM · SC_188 · 2/17, 2/24, 3/3 | We 02:30PM - 06:15PM · SC_188 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,MBTE,MBTE4520-,9657,Animal Biotechnology 動物生物技術學,3.00,- Professor CHAN Ho Yin Edwin,50,50,LEC,-,E,,,Molecular Biotechnology PC,"Tu 12:30PM - 01:15PM · LSB_LT6 · 1/12, 1/19, 1/26, 2/2 | Tu 12:30PM - 01:15PM · LSB_LT6 · 2/16, 2/23, 3/2 | Tu 12:30PM - 01:15PM · LSB_LT6 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20 | Fr 08:30AM - 10:15AM · MMW_LT2 · 1/15, 1/22, 1/29 | Fr 08:30AM - 10:15AM · MMW_LT2 · 2/12, 2/19, 2/26, 3/5 | Fr 08:30AM - 10:15AM · MMW_LT2 · 3/19 | Fr 08:30AM - 10:15AM · MMW_LT2 · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,MBTE,MBTE4530-,6181,Microbial Biotechnology 微生物生物技術學,3.00,- Professor WANG Guanqun - Professor WONG Kam Bo,50,50,LEC,-,E,,,Molecular Biotechnology PC,"Th 02:30PM - 05:15PM · BMS_G18 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · BMS_G18 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · BMS_G18 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,MBTE,MBTE4903-,6234,Senior Experimental Project II 實驗專題討論（三）,2.00,- Professor CHAN Ting Fung Philos - Professor JIANG Liwen - Professor LAM Hon Ming - Professor LUO Haiwei - Professor WANG Guanqun - Professor WONG Wing Tak Jack,50,50,PRJ,-J01,E,,,Molecular Biotechnology PC,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,380,380,LEC,A,E,,,Faculty Office of Medicine,"We 08:30AM - 10:15AM · LSK_LT6 · 1/13, 1/20, 1/27, 2/3 | We 08:30AM - 10:15AM · LSK_LT6 · 2/17, 2/24, 3/3 | We 08:30AM - 10:15AM · LSK_LT6 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21 | Fr 09:30AM - 11:15AM · LSK_LT6 · 1/15, 1/22, 1/29 | Fr 09:30AM - 11:15AM · LSK_LT6 · 2/12, 2/19, 2/26, 3/5 | Fr 09:30AM - 11:15AM · LSK_LT6 · 3/19 | Fr 09:30AM - 11:15AM · LSK_LT6 · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT01,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT02,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT03,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT04,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT05,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT06,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT07,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT08,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT09,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT10,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT11,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT12,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT13,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT14,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT15,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT16,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT17,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT18,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT19,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012A,7318,Health Sciences II,3.00,- Dr. YEUNG Hang Mee,20,20,TUT,AT20,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,300,300,LEC,B,E,,,Faculty Office of Medicine,"Mo 09:30AM - 11:15AM · LSK_LT6 · 1/11, 1/18, 1/25, 2/1 | Mo 09:30AM - 11:15AM · LSK_LT6 · 2/15, 2/22, 3/1 | Mo 09:30AM - 11:15AM · LSK_LT6 · 3/15, 3/22 | Mo 09:30AM - 11:15AM · LSK_LT6 · 4/12, 4/19 | We 11:30AM - 01:15PM · LSK_LT6 · 1/13, 1/20, 1/27, 2/3 | We 11:30AM - 01:15PM · LSK_LT6 · 2/17, 2/24, 3/3 | We 11:30AM - 01:15PM · LSK_LT6 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT01,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT02,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT03,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT04,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT05,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT06,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT07,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT08,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT09,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT10,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT11,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT12,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT13,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT14,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT15,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT16,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT17,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1012B,7194,Health Sciences II,3.00,- Dr. HWANG Shui Shan Isabel,18,18,TUT,BT18,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDF,MEDF1042-,5193,Interprof Healthcare II,2.00,- Professor WONG Carmen,706,706,LAB,-L01,E,,,Faculty Office of Medicine,Mo 05:30PM - 06:15PM · NRR · 4/19 | Tu 05:30PM - 06:15PM · NRR · 4/20
2026-27 Term 2,2430,MEDF,MEDF1042-,5193,Interprof Healthcare II,2.00,- Professor WONG Carmen,706,706,LEC,-,E,,,Faculty Office of Medicine,"We 02:30PM - 04:15PM · LSK_LT7 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 04:15PM · LSK_LT7 · 2/17, 2/24, 3/3 | We 02:30PM - 04:15PM · LSK_LT7 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21 | We 04:30PM - 06:15PM · NRR · 4/21"
2026-27 Term 2,2430,MEDF,MEDF1042-,5193,Interprof Healthcare II,2.00,- Professor WONG Carmen,706,706,PRJ,-J01,E,,,Faculty Office of Medicine,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1000B,7218,Medicine courses,1.00,- Staff,260,260,LEC,B,E,,,MB ChB Pgm Comm,"Mo 09:30AM - 12:15PM · NRR · 1/11, 1/18, 1/25, 2/1 | Mo 09:30AM - 12:15PM · NRR · 2/15, 2/22, 3/1, 3/8, 3/15, 3/22 | Mo 09:30AM - 12:15PM · NRR · 4/12, 4/19 | Mo 01:30PM - 06:15PM · NRR · 1/11, 1/18, 1/25, 2/1 | Mo 01:30PM - 06:15PM · NRR · 2/15, 2/22, 3/1, 3/8, 3/15, 3/22 | Mo 01:30PM - 06:15PM · NRR · 4/12, 4/19 | Tu 10:30AM - 12:15PM · NRR · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 12:15PM · NRR · 2/16, 2/23, 3/2, 3/9, 3/16, 3/23, 3/30, 4/6, 4/13, 4/20 | Tu 01:30PM - 06:15PM · NRR · 1/12, 1/19, 1/26, 2/2 | Tu 01:30PM - 06:15PM · NRR · 2/16, 2/23, 3/2, 3/9, 3/16, 3/23, 3/30, 4/6, 4/13, 4/20 | We 08:30AM - 12:15PM · NRR · 1/13, 1/20, 1/27, 2/3 | We 08:30AM - 12:15PM · NRR · 2/17, 2/24, 3/3, 3/10, 3/17, 3/24, 3/31, 4/7, 4/14, 4/21 | Th 09:30AM - 12:15PM · NRR · 1/14, 1/21, 1/28, 2/4 | Th 09:30AM - 12:15PM · NRR · 2/18, 2/25, 3/4, 3/11, 3/18, 3/25, 4/1, 4/8, 4/15, 4/22 | Th 02:30PM - 06:15PM · NRR · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 06:15PM · NRR · 2/18, 2/25, 3/4, 3/11, 3/18, 3/25, 4/1, 4/8, 4/15, 4/22 | Fr 09:30AM - 11:15AM · NRR · 1/15, 1/22, 1/29 | Fr 09:30AM - 11:15AM · NRR · 2/12, 2/19, 2/26, 3/5, 3/12, 3/19 | Fr 09:30AM - 11:15AM · NRR · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,MEDU,MEDU1000C,7228,Medicine courses,1.00,- Staff,260,260,LEC,C,E,,,MB ChB Pgm Comm,"Mo 02:30PM - 06:15PM · NRR · 1/11, 1/18, 1/25, 2/1 | Mo 02:30PM - 06:15PM · NRR · 2/15, 2/22, 3/1, 3/8, 3/15, 3/22 | Mo 02:30PM - 06:15PM · NRR · 4/12, 4/19 | Tu 10:30AM - 12:15PM · NRR · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 12:15PM · NRR · 2/16, 2/23, 3/2, 3/9, 3/16, 3/23, 3/30, 4/6, 4/13, 4/20 | Tu 02:30PM - 05:15PM · NRR · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · NRR · 2/16, 2/23, 3/2, 3/9, 3/16, 3/23, 3/30, 4/6, 4/13, 4/20 | We 08:30AM - 12:15PM · NRR · 1/13, 1/20, 1/27, 2/3 | We 08:30AM - 12:15PM · NRR · 2/17, 2/24, 3/3, 3/10, 3/17, 3/24, 3/31, 4/7, 4/14, 4/21 | We 02:30PM - 05:15PM · NRR · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · NRR · 2/17, 2/24, 3/3, 3/10, 3/17, 3/24, 3/31, 4/7, 4/14, 4/21 | Th 02:30PM - 06:15PM · NRR · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 06:15PM · NRR · 2/18, 2/25, 3/4, 3/11, 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,296,296,LEC,-,E,,,MB ChB Pgm Comm,"Mo 01:30PM - 04:15PM · LSK_LT6 · 1/11, 1/18, 1/25, 2/1 | Mo 01:30PM - 04:15PM · LSK_LT6 · 2/15, 2/22, 3/1, 3/8, 3/15, 3/22 | Mo 01:30PM - 04:15PM · LSK_LT6 · 4/12, 4/19"
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O01,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O02,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O03,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O04,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O05,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O06,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O07,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O08,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O09,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O10,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O11,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1131-,7195,Basic Integrative Pathology,2.00,- Dr. WONG Wai Kai,25,25,OTH,-O12,E,,,MB ChB Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MEDU,MEDU1881-,8584,General Education Course,2.00,- Staff,325,325,LEC,-,E,,,MB ChB Pgm Comm,"Fr 03:30PM - 05:15PM · NRR · 1/15, 1/22, 1/29 | Fr 03:30PM - 05:15PM · NRR · 2/12, 2/19, 2/26, 3/5 | Fr 03:30PM - 05:15PM · NRR · 3/19 | Fr 03:30PM - 05:15PM · NRR · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,MGNT,MGNT1020J,5709,Management 管理學,3.00,- Staff,70,70,LEC,J,E,,,Dept of Management,"Tu 10:30AM - 01:15PM · ARC_G03 · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · ARC_G03 · 2/16, 2/23, 3/2 | Tu 10:30AM - 01:15PM · ARC_G03 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,MGNT,MGNT1020K,7376,Management 管理學,3.00,- Staff,70,70,LEC,K,E,,,Dept of Management,"Tu 02:30PM - 05:15PM · YIA_505 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · YIA_505 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · YIA_505 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,MGNT,MGNT1020L,9192,Management 管理學,3.00,- Staff,70,70,LEC,L,E,,,Dept of Management,"Th 10:30AM - 01:15PM · YIA_505 · 1/14, 1/21, 1/28, 2/4 | Th 10:30AM - 01:15PM · YIA_505 · 2/18, 2/25, 3/4 | Th 10:30AM - 01:15PM · YIA_505 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,MGNT,MGNT1020M,7432,Management 管理學,3.00,- Professor LIU Chang,70,70,LEC,M,E,,,Dept of Management,"Th 02:30PM - 05:15PM · YIA_405 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · YIA_405 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · YIA_405 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,MGNT,MGNT1020N,7324,Management 管理學,3.00,- Dr. TSUI Po Yung,70,70,LEC,N,E,,,Dept of Management,"Tu 10:30AM - 01:15PM · CYT_209A · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · CYT_209A · 2/16, 2/23, 3/2 | Tu 10:30AM - 01:15PM · CYT_209A · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,MGNT,MGNT2040B,9099,Managing Human Capital 管理人力資本,3.00,- Dr. TSUI Po Yung,55,55,LEC,B,E,,,Dept of Management,"Tu 02:30PM - 05:15PM · FYB_UG02 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · FYB_UG02 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · FYB_UG02 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,MGNT,MGNT2070-,9098,NUvention: NewVentureCreation 創建新企業,3.00,- Dr. NG Wing Fung,55,55,LEC,-,E,,,Dept of Management,"Th 02:30PM - 05:15PM · WMY_303 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · WMY_303 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · WMY_303 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,MGNT,MGNT2511G,6724,Global Experiential Learning I 全球體驗式學習（一）,1.00,- Dr. NG Wing Fung,70,70,LEC,G,E,,,Dept of Management,TBA · NRR · 01/03/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2511H,6723,Global Experiential Learning I 全球體驗式學習（一）,1.00,- Dr. NG Wing Fung,70,70,LEC,H,E,,,Dept of Management,TBA · NRR · 01/03/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2511I,6720,Global Experiential Learning I 全球體驗式學習（一）,1.00,- Dr. NG Wing Fung,70,70,LEC,I,E,,,Dept of Management,TBA · NRR · 01/03/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2511J,6721,Global Experiential Learning I 全球體驗式學習（一）,1.00,- Dr. NG Wing Fung,70,70,LEC,J,E,,,Dept of Management,TBA · NRR · 01/03/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2511K,6722,Global Experiential Learning I 全球體驗式學習（一）,1.00,- Dr. NG Wing Fung,70,70,LEC,K,E,,,Dept of Management,TBA · NRR · 01/03/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2511L,6757,Global Experiential Learning I 全球體驗式學習（一）,1.00,- Dr. NG Wing Fung,70,70,LEC,L,E,,,Dept of Management,TBA · NRR · 01/03/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2512E,6355,Global Experiential LearningII 全球體驗式學習（二）,1.00,- Professor KANG Sanghoon,70,70,LEC,E,E,,,Dept of Management,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2512F,6356,Global Experiential LearningII 全球體驗式學習（二）,1.00,- Dr. TSUI Po Yung,70,70,LEC,F,E,,,Dept of Management,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2512G,6422,Global Experiential LearningII 全球體驗式學習（二）,1.00,- Professor LIU Chang,70,70,LEC,G,E,,,Dept of Management,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2512H,6423,Global Experiential LearningII 全球體驗式學習（二）,1.00,- Dr. TONG Toni Maria,70,70,LEC,H,E,,,Dept of Management,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2512I,6417,Global Experiential LearningII 全球體驗式學習（二）,1.00,- Professor KANG Sanghoon,70,70,LEC,I,E,,,Dept of Management,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2512J,6522,Global Experiential LearningII 全球體驗式學習（二）,1.00,- Professor KANG Sanghoon,70,70,LEC,J,E,,,Dept of Management,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,MGNT,MGNT2512K,6380,Global Experiential LearningII 全球體驗式學習（二）,1.00,- Professor LI Jingyu,70,70,LEC,K,E,,,Dept of Management,TBA · NRR · 11/01/2027 - 19/04/2027
